,address,code,name,state,zone,coordinates
4408,"State Highway 9, Uttar Pradesh",CHBR,CHAURE BAZAR,Uttar Pradesh,NR,"[82.118735, 26.469531]"
4409,"Dudwa, Uttar Pradesh",DDW,DUDWA,Uttar Pradesh,NER,"[80.672161, 28.50831]"
4410,"National Highway 8D, Gujarat",CKE,CHOKI SORATH,Gujarat,WR,"[70.525813, 21.659142000000003]"
4411,"State Highway 1A, Uttar Pradesh",CIH,Chilhia,Uttar Pradesh,NER,"[82.990864, 27.35207]"
4412,"National Highway 34, West Bengal",DGLE,DHULIAN GANGA,West Bengal,ER,"[87.937644, 24.672086]"
4413,"Chidambaram, Tamil Nadu",CDM,CHIDAMBARAM,Tamil Nadu,SR,"[79.7033411, 11.391471000000001]"
4414,"SH 25, Rajasthan",COO,CHHOTI ODAI,Rajasthan,WCR,"[76.805294, 26.558703]"
4415,"National Highway 28B, Bihar",CAMU,CHAMUA,Bihar,ECR,"[84.40083419070001, 27.137702177799998]"
4416,"State Highway 19, Gujarat",DHLI,Dethli,Gujarat,WR,"[72.10305100000001, 23.486172]"
4417,"Daihaat Rd, West Bengal",DHAE,DAINHAT,West Bengal,ER,"[88.17026899999999, 23.60191]"
4418,"Hanumanamatti, Karnataka",DAD,DEVARGUDDA,Karnataka,SWR,"[75.57614099999999, 14.66779]"
4419,"Warsa Rd, Maharashtra",DEW,Dewalgaon,Maharashtra,SECR,"[80.0792665497, 20.8911603401]"
4420,"Bijwasan, Delhi NCT",BWSN,BIJWASAN,Delhi NCT,NR,"[77.051292, 28.536700000000003]"
4421,"Dobbasapete, Karnataka",DBS,DOBBSPET,Karnataka,SWR,"[77.2491554279, 13.2331801567]"
4422,"Dhandhuka, Gujarat",DCK,DHANDHUKA,Gujarat,WR,"[71.975613, 22.384024]"
4423,"Cooch Behar, West Bengal",COB,Cooch Behar,West Bengal,NFR,"[89.6653098, 26.3029681]"
4424,"Cherukara, Kerala",CQA,Cherukara,Kerala,SR,"[76.22811899999999, 10.929228]"
4425,"New Rohtak road, Delhi NCT",DEE,DELHI SARAI ROHILLA,Delhi NCT,NR,"[77.187106, 28.662992]"
4426,"Zakhira, Delhi NCT",DBSI,DAYA BASTI,Delhi NCT,NR,"[77.17138999999999, 28.667329000000002]"
4427,"State Highway 16, Punjab",CWN,Charawan,Punjab,NR,"[74.578082, 30.501186999999998]"
4428,"Mukandgarh, Rajasthan",DOB,Dundlodh Mukundgarh,Rajasthan,NWR,"[75.23735384456813, 27.93879936977548]"
4429,"Bawani Khera, Haryana",BWK,Bawani Khera,Haryana,NWR,"[76.032707, 28.939509]"
4430,"Baharu, West Bengal",BARU,Baharu,West Bengal,ER,"[88.44446, 22.205278]"
4431,"State Highway 37, Uttar Pradesh",DOX,DOHNA,Uttar Pradesh,NER,"[79.432729, 28.434064000000003]"
4432,"Garla, Andhra Pradesh",DKJ,DORNAKAL JN,Andhra Pradesh,SCR,"[80.153157, 17.445987000000002]"
4433,"Gangapur, Rajasthan",GGC,GANGAPUR CITY,Rajasthan,WCR,"[76.72770799999999, 26.468979]"
4434,"National Highway 93, Uttar Pradesh",DMPR,DHARAMPUR,Uttar Pradesh,NR,"[78.265728, 28.150306]"
4435,"Dhoraji, Gujarat",DJI,DHORAJI,Gujarat,WR,"[70.44478000000001, 21.72217]"
4436,"Dalauda, Madhya Pradesh",DLD,DALAUDA,Madhya Pradesh,WR,"[75.105361, 23.948636999999998]"
4437,"Takhrau, Uttar Pradesh",TKRU,TAKHRAU,Uttar Pradesh,NCR,"[79.212452, 27.274196]"
4438,"Jalgaon, Maharashtra",DSK,DUSKHEDA,Maharashtra,CR,"[75.839083, 21.073708]"
4439,"Sirsa, Haryana",DING,Ding,Haryana,NWR,"[75.2606046, 29.461053699999997]"
4440,"National Highway 34, West Bengal",DHPD,DHAPARA DHAM,West Bengal,ER,"[88.246087, 24.195866000000002]"
4441,"Hingoli, Maharashtra",DNE,DHAMNI,Maharashtra,SCR,"[77.177888, 19.647058]"
4442,"State Highway 9, Uttar Pradesh",DHRJ,DHIRGANJ,Uttar Pradesh,NR,"[81.924339, 25.745642]"
4443,"Gadag, Karnataka",GDG,GADAG JN,Karnataka,SWR,"[75.642481, 15.437048]"
4444,"Indraprastha Rd, Maharashtra",DNJ,DAUNDAJ,Maharashtra,CR,"[74.176780918, 18.2300065666]"
4445,"Davanagere, Karnataka",DVG,DAVANGERE,Karnataka,SWR,"[75.92229, 14.467834]"
4446,"Gajarbahara, Madhya Pradesh",DRGM,DEORAGRAM,Madhya Pradesh,WCR,"[82.35246400000001, 24.096925000000002]"
4447,"State Highway 11, Madhya Pradesh",DMYA,DAMOY,Madhya Pradesh,WCR,"[80.99678700000001, 23.971207999999997]"
4448,"Kadur, Karnataka",DRU,KADUR,Karnataka,SWR,"[76.008846, 13.552501000000001]"
4449,"Jind District, Haryana",DTN,DHAMTAN SAHIB,Haryana,NR,"[76.004006, 29.688827]"
4450,"Faridkot, Punjab",FDK,FARIDKOT,Punjab,NR,"[74.76137999999999, 30.682857]"
4451,"National Highway 65, Haryana",DULP,Daulatpur Haryana,Haryana,NR,"[75.88859, 29.452122999999997]"
4452,"National Highway 86, Uttar Pradesh",DPSR,Dapsaura,Uttar Pradesh,NCR,"[80.202954, 25.983503]"
4453,"Rourkela, Orissa",DMF,Dumerta,Orissa,SER,"[84.914683, 22.185683]"
4454,"Dharmapuri, Tamil Nadu",DPJ,Dharmapuri,Tamil Nadu,SWR,"[78.154742, 12.126595]"
4455,"Delvada, Gujarat",DVA,Delvada,Gujarat,WR,"[71.041529, 20.773429]"
4456,"Dumri Khurd, Maharashtra",DKU,Dumri Khurd,Maharashtra,SECR,"[79.312269, 21.310416]"
4457,"National Highway 65, Haryana",DNX,Dhansu,Haryana,NR,"[75.801658, 29.211731]"
4458,"Rayaka, Gujarat",DIBL,Dholi Bhal,Gujarat,WR,"[72.0826, 22.44572]"
4459,"Bajkul, West Bengal",DSPN,Deshpran Ph,West Bengal,?,"[87.817047, 22.029346999999998]"
4460,"State Highway 133, Gujarat",DTJ,Detroj,Gujarat,WR,"[72.1765459082, 23.332027810299998]"
4461,"MDR 102, Punjab",GRN,GURNAY,Punjab,NR,"[75.80467660219999, 29.874366636999998]"
4462,"Ludhiana, Punjab",GILL,GILL,Punjab,NR,"[75.848169, 30.840521000000003]"
4463,"National Highway 78, Chhattisgarh",DTL,DARRITOLA,Chhattisgarh,SECR,"[82.395751, 23.289638]"
4464,"Dewan, West Bengal",DWT,Dewan Hat,West Bengal,NFR,"[89.6653098, 26.3029681]"
4465,"Fungo, Bihar",FNO,FUNGO HALT,Bihar,ECR,"[86.6044763025, 25.6187302859]"
4466,"Moradabad- Chandausi Rd, Uttar Pradesh",FRD,FARHEDI,Uttar Pradesh,NR,"[78.7937161591, 28.711716968]"
4467,"Golokganj, Assam",GKJ,GOLAKGANJ,Assam,NFR,"[89.83064999999999, 26.108359]"
4468,"State Highway 38, Uttar Pradesh",FTC,Fatehpur Chursi,Uttar Pradesh,NR,"[80.26179, 26.843511]"
4469,"Jaunpur, Uttar Pradesh",GNGL,Gangauli,Uttar Pradesh,NER,"[82.86309299999999, 25.668107000000003]"
4470,"Belagavi, Karnataka",GKK,GOKAK ROAD,Karnataka,SWR,"[74.738839, 16.205164]"
4471,"Ghughli Bazar, Uttar Pradesh",GRRG,GURLI RAMGARHWA,Uttar Pradesh,NER,"[83.771432, 27.185738999999998]"
4472,"Basara, Andhra Pradesh",FKB,FAKHRABAD,Andhra Pradesh,SCR,"[77.974481, 18.824644]"
4473,"Pune, Maharashtra",GPR,GHORPURI,Maharashtra,CR,"[73.893448392, 18.5278209233]"
4474,"State Highway 74, Karnataka",GHL,GOLHALLI,Karnataka,SWR,"[77.413983, 13.148289]"
4475,"Sri Ganganagar, Rajasthan",FSW,Fateh Singhwala,Rajasthan,NWR,"[74.029894, 29.91997899999999]"
4476,"State Highway 21, Uttar Pradesh",DYK,DUDHIA KHURD,Uttar Pradesh,NER,"[80.19780499999999, 28.46474]"
4477,"Govindgarh, Rajasthan",GND,Govindgarh Malikpur,Rajasthan,NWR,"[75.64500100000001, 27.240582]"
4478,"Raigad, Maharashtra",GNO,GOREGAON ROAD,Maharashtra,KR,"[73.30253, 18.162498]"
4479,"Maharashtra, Maharashtra",DWV,DIWANKHAVATI,Maharashtra,KR,"[73.418174, 17.855413000000002]"
4480,"Kharagpur, West Bengal",GMDN,GIRIMAIDAN,West Bengal,SER,"[87.306151, 22.340478]"
4481,"National Highway 1A, Punjab",GSB,GARNA SAHIB,Punjab,NR,"[75.65349208250001, 31.7805618081]"
4482,"Midnapore, West Bengal",GKL,GOKULPUR,West Bengal,SER,"[87.293716, 22.375923]"
4483,"National Highway 31, West Bengal",GLMA,GULMA,West Bengal,NFR,"[88.403784, 26.802802]"
4484,"Khodiyar, Gujarat",EN,ISAND,Gujarat,WR,"[72.484975, 23.294039]"
4485,"Sonebhadra, Uttar Pradesh",DXN,DUDDHINAGAR,Uttar Pradesh,ECR,"[83.21679153630001, 24.2090318514]"
4486,"Gajarbahara, Madhya Pradesh",GAJB,GAJARA BAHARA,Madhya Pradesh,WCR,"[82.31176099999999, 24.05344]"
4487,"Parwanoo, Himachal Pradesh",GMM,Gumman,Himachal Pradesh,NR,"[76.97194, 30.842438]"
4488,"State Highway 251, Maharashtra",GBRI,Gobarwahi,Maharashtra,SECR,"[79.723237, 21.514747]"
4489,"Dalli Rajhara, Chhattisgarh",DRZ,Dalli Rajhara,Chhattisgarh,SECR,"[81.067973, 20.586729]"
4490,"Jambur, Gujarat",GRHM,Gir Hadmatiya,Gujarat,WR,"[70.687208, 20.988488]"
4491,"Jagatsinghpur, Orissa",GRKN,Gorakhnath,Orissa,ECoR,"[86.260098, 20.308158000000002]"
4492,"Bagula, West Bengal",BGL,Bagula,West Bengal,ER,"[88.64640372000001, 23.335464709999997]"
4493,"Panjeke, Punjab",GHS,Guru Harsahai,Punjab,NR,"[74.399987, 30.715001]"
4494,"Garh Baruari, Bihar",GEB,Garh Baruari,Bihar,ECR,"[86.605596, 26.019349]"
4495,"Korba, Chhattisgarh",GAD,Gevra Road,Chhattisgarh,SECR,"[82.64566, 22.348523999999998]"
4496,"sharda nehar, Uttar Pradesh",GHRI,Ghori Halt,Uttar Pradesh,NR,"[80.503293, 27.373959]"
4497,"Sharda Nehar, Uttar Pradesh",GJMB,Ganjmuradabad,Uttar Pradesh,NR,"[80.177008, 26.987889000000003]"
4498,"State Highway 25, Uttar Pradesh",GAJU,Gaju Halt,Uttar Pradesh,NR,"[80.37297299999999, 27.204231]"
4499,"Yerrupalem, Andhra Pradesh",GNN,GANGINENI,Andhra Pradesh,SCR,"[80.498954, 16.781754]"
4500,"Dehradun, Uttarakhand",HRW,HARRAWALA,Uttarakhand,NR,"[78.097705, 30.260892]"
4501,"State Highway 22, Himachal Pradesh",NGRS,NAGROTA SURIYAM,Himachal Pradesh,NR,"[76.09101, 32.051899]"
4502,"Hassan District, Karnataka",HLN,Hole Narsipur,Karnataka,SWR,"[76.24646, 12.786494999999999]"
4503,"State Highway 77, Maharashtra",HGL,HARANGUL,Maharashtra,CR,"[76.48091199999999, 18.385198]"
4504,"Belavaniki, Karnataka",HBL,HOMBAL,Karnataka,SWR,"[75.576122, 15.520135999999999]"
4505,"Harda, Madhya Pradesh",HD,HARDA,Madhya Pradesh,WCR,"[77.10084, 22.338414]"
4506,"North Cachar Hills, Assam",HTL,HATIKHALI,Assam,NFR,"[93.09084800000001, 25.611069999999998]"
4507,"Jaora, Madhya Pradesh",JAO,JAORA,Madhya Pradesh,WR,"[75.11563199999999, 23.627772999999998]"
4508,"National Highway 15, Rajasthan",HMK,HINDUMALKOTE,Rajasthan,NR,"[73.925834, 30.147102999999998]"
4509,"Ghunas Railway Station, Punjab",GUNS,GHUNAS,Punjab,NR,"[75.420592, 30.320113000000003]"
4510,"Hargaon, Uttar Pradesh",HA,HARGAON,Uttar Pradesh,NER,"[80.728229, 27.769192]"
4511,"Hamirgarh, Rajasthan",HMG,HAMIRGARH,Rajasthan,NWR,"[74.616939, 25.187264]"
4512,"National Highway 63, Karnataka",HGI,HAGARI,Karnataka,SCR,"[77.0517473206, 15.1512387259]"
4513,"National Highway 8, Gujarat",HPRD,HAPA ROAD,Gujarat,WR,"[72.938107, 23.540458]"
4514,"Pattambi, Kerala",PTB,PATTAMBI,Kerala,SR,"[76.1813366473, 10.8019329802]"
4515,"Haryana, Haryana",PBJM,Pabnawa Jasmahinder Halt,Haryana,NR,"[76.6527179736, 29.895695706599998]"
4516,"National Highway 63, Karnataka",HDD,HADDINAGUNDU,Karnataka,SCR,"[76.979148, 15.153264]"
4517,"Bikaner, Rajasthan",JMS,JAMSAR,Rajasthan,?,"[73.398985, 28.24751]"
4518,"Goalpara Town Rail Station, Assam",GLPT,GOALPARA TOWN,Assam,NFR,"[90.62065899999999, 26.126534999999997]"
4519,"Hebsur, Karnataka",HBS,HEBSUR,Karnataka,SWR,"[75.283878, 15.42206]"
4520,"P.P.Road, Andhra Pradesh",GUK,GUNTAKONDURU,Andhra Pradesh,SCR,"[81.077533, 16.45715]"
4521,"Rania, Rajasthan",JAL,JAWALI,Rajasthan,NWR,"[73.39687099999999, 25.462722]"
4522,"Hazrat Nagar, Uttar Pradesh",HZN,Hazrat Nagar Halt,Uttar Pradesh,NR,"[78.665909, 28.633331000000002]"
4523,"State Highway 50, Jharkhand",HLD,Haludpukur,Jharkhand,SER,"[86.2607646, 22.7428208]"
4524,"Ghausganj, Uttar Pradesh",GSGJ,Ghausganj,Uttar Pradesh,NR,"[80.2918266571, 27.135126874500003]"
4525,"Amla, Madhya Pradesh",JMV,Jambara,Madhya Pradesh,CR,"[78.251975, 21.943048]"
4526,"Hassan, Karnataka",HAS,Hassan Junction,Karnataka,SWR,"[76.117359, 13.003182]"
4527,"Madhyamgram, West Bengal",HHR,Hridaypur,West Bengal,ER,"[88.470282, 22.711098]"
4528,"Latur, Maharashtra",HER,Her,Maharashtra,SCR,"[76.97130647339999, 18.4269033932]"
4529,"National Highway 13, Karnataka",JRKT,JADARAMA KUNTE,Karnataka,SWR,"[75.83866138549999, 16.2842670722]"
4530,"State Highway 19, Punjab",JGW,JOGIWALA,Punjab,NR,"[75.067432, 31.093842]"
4531,"Haridwar, Uttarakhand",IKK,IKKAR,Uttarakhand,NR,"[78.099997, 29.891989]"
4532,"Chandan, Rajasthan",JCH,JETHA CHANDAN,Rajasthan,NWR,"[71.308307, 26.999949]"
4533,"Dehradun, Uttarakhand",QSR,KANSRAO,Uttarakhand,NR,"[78.1417954028, 30.0785698608]"
4534,"Hailley Mandi, Haryana",JSKA,JATAULA SAMPHKA,Haryana,NR,"[76.799492, 28.372602]"
4535,"Jharwasa, Rajasthan",JWS,JHARWASAA,Rajasthan,NWR,"[74.7074, 26.210097]"
4536,"Jwalamukhi, Himachal Pradesh",JMKR,JAWLMUKHI ROAD,Himachal Pradesh,NR,"[76.226427, 32.015744000000005]"
4537,"Pathankot, Himachal Pradesh",KAWL,KANDWAL HALT,Himachal Pradesh,NR,"[75.76982299999999, 32.282959]"
4538,"State Highway 233, Maharashtra",KAYR,KAYAR,Maharashtra,?,"[78.907292, 19.90643]"
4539,"Jaitwar, Madhya Pradesh",JTW,JAITWAR,Madhya Pradesh,WCR,"[80.863876, 24.740226]"
4540,"Washim, Maharashtra",JUK,JAULKA,Maharashtra,SCR,"[77.0759090985, 20.2854429153]"
4541,"Jukehi, Madhya Pradesh",JKE,JUKEHI,Madhya Pradesh,WCR,"[80.432389, 23.986873000000003]"
4542,"Sadhupul, Himachal Pradesh",KANO,Kanoh,Himachal Pradesh,NR,"[77.11800600000001, 30.992082999999997]"
4543,"Jind, Haryana",JIND,JIND JN,Haryana,NR,"[76.28961699999999, 29.328875999999998]"
4544,"Jamjodhpur, Gujarat",JDH,JAM JODHPUR JN,Gujarat,WR,"[70.03138700000001, 21.906659]"
4545,"Jakhalabandha, Assam",JKB,Jakhalabandha,Assam,NFR,"[92.991109, 26.563801]"
4546,"State Highway 11, West Bengal",JVT,JIVANTI HALT,West Bengal,ER,"[88.192446, 24.080516999999997]"
4547,"National Highway 36, Assam",JMK,JAMUNAMUKH,Assam,NFR,"[92.741306, 26.108194]"
4548,"Rajsamand, Rajasthan",KDL,Kankroli,Rajasthan,NWR,"[73.909586, 25.049118999999997]"
4549,"National Highway 75, Uttar Pradesh",JRQ,JHAROKHAS,Uttar Pradesh,ECR,"[83.164150647, 24.1796156953]"
4550,"Gorakhpur, Uttar Pradesh",JEA,Nakaha Jungle,Uttar Pradesh,NER,"[83.360755, 26.803135]"
4551,"Madhya Pradesh, Madhya Pradesh",JOBA,JOBA,Madhya Pradesh,WCR,"[81.762682, 24.096599]"
4552,"Jamuawan, Bihar",JMN,JAMUAWAN,Bihar,?,"[85.292477, 24.81523]"
4553,"Juruli, Orissa",JRLI,Jaroli,Orissa,?,"[85.419294, 21.952769]"
4554,"National Highway 71A, Haryana",JSS,JASIA,Haryana,?,"[76.649455, 29.005748999999998]"
4555,"Maharashtra, Maharashtra",KASU,KASU,Maharashtra,CR,"[73.079446, 18.64059]"
4556,"Kallal, Tamil Nadu",KAL,Kallai,Tamil Nadu,SR,"[78.670312, 9.977293]"
4557,"Karwar, Karnataka",KAWR,KARWAR,Karnataka,KR,"[74.183139, 14.821387]"
4558,"Islampur, Bihar",IPR,Islampur,Bihar,ECR,"[85.2173007153, 25.138577101499997]"
4559,"Jagdalpur, Chhattisgarh",JDB,JAGDALPUR,Chhattisgarh,ECoR,"[82.013757, 19.066004]"
4560,"State Highway 7, Karnataka",CGKP,CHANDAGIRIKOPAL,Karnataka,SWR,"[76.716049, 12.478701999999998]"
4561,"Pali, Rajasthan",JWB,JAWAI BANDH,Rajasthan,NWR,"[73.14732500000001, 25.114043000000002]"
4562,"Jaijon Doaba, Punjab",JJJ,Jaijon Doaba,Punjab,NR,"[76.134971, 31.349656]"
4563,"Police Station Rd, West Bengal",JJG,JiaGanj,West Bengal,ER,"[88.27698, 24.244268]"
4564,,NGRI,New Garia,,,"[88.397713, 22.4727]"
4565,"Hosur, Tamil Nadu",HSRA,Hosur,Tamil Nadu,SWR,"[77.822839, 12.717606]"
4566,"State Highway 61, Rajasthan",KBK,Khamil Ghat,Rajasthan,NWR,"[73.864884, 25.626813000000002]"
4567,"Junichavand, Gujarat",JCN,Junichavand,Gujarat,WR,"[70.683667, 21.385151]"
4568,"State Highway 111, Gujarat",KANS,Kansiya Nes,Gujarat,WR,"[70.64004200000001, 21.244101999999998]"
4569,"Kesamudram, Andhra Pradesh",KDM,KESAMUDRAM,Andhra Pradesh,SCR,"[79.89647099999999, 17.686252]"
4570,"State Highway 77, Maharashtra",CNHL,CHINK HILL,Maharashtra,CR,"[75.45468500000001, 18.099269000000003]"
4571,"Kundarki, Uttar Pradesh",KD,KUNDARKHI,Uttar Pradesh,NR,"[78.7880650638, 28.680444428799998]"
4572,"Kakinada, Andhra Pradesh",COA,Kakinada Port,Andhra Pradesh,SCR,"[82.240057, 16.955204000000002]"
4573,"Raghunathganj, West Bengal",JRLE,JANGIPUR ROAD,West Bengal,ER,"[88.04076, 24.459515]"
4574,"Chitrakoot Karvi, Uttar Pradesh",CKTD,CHITRAKUTDHAM KARWI,Uttar Pradesh,NCR,"[80.922775, 25.217610999999998]"
4575,"Chennai - Anantpur Rd, Andhra Pradesh",KCM,Kalasumudram,Andhra Pradesh,SCR,"[78.099683, 14.21716]"
4576,"State Highway 15, Madhya Pradesh",KDK,KOHDAD,Madhya Pradesh,CR,"[76.36547849, 21.7026228941]"
4577,"KGF, Karnataka",CHU,Champion,Karnataka,SWR,"[78.262564, 12.936251]"
4578,"State Highway 17, Gujarat",CJR,CHAMARAJ,Gujarat,WR,"[71.555883, 22.735539]"
4579,"Jakhal Rd, Punjab",CJL,CHAJLI,Punjab,NR,"[75.81228634829999, 30.042985535099998]"
4580,"Biloli, Maharashtra",KEK,KARKHELI,Maharashtra,SCR,"[77.73819999999999, 18.944571]"
4581,,CNPR,CHAINPUR,,ECR,"[85.582933, 23.729821]"
4582,"State Highway 38, Gujarat",KDI,KUNDLI,Gujarat,WR,"[71.68394941769999, 22.2788440574]"
4583,"Amritsar, Punjab",CIA,CHHEHARTA,Punjab,NR,"[74.794278, 31.621878000000002]"
4584,"Ph:-0832-2643331., Goa",CNO,CANCONA,Goa,KR,"[74.039454, 15.006905999999999]"
4585,"local Rd, Assam",CJA,CHONGAJAN,Assam,NFR,"[93.818104, 26.062329]"
4586,"National Highway 4A, Karnataka",CLR,CASTLE ROCK,Karnataka,SWR,"[74.334484, 15.397879]"
4587,"Mysore District, Karnataka",KDO,KADAKOLA,Karnataka,SWR,"[76.663729, 12.190406999999999]"
4588,"National Highway 31B, Assam",JPZ,JOGIGHOPA,Assam,NFR,"[90.576384, 26.241537]"
4589,"Kurseong, West Bengal",KGN,Kurseong,West Bengal,NFR,"[88.277001, 26.877401000000003]"
4590,,CKMI,Chhotaki Masaudhi Halt,,?,"[85.0317514441, 25.330397498299998]"
4591,"Kanwat, Rajasthan",KAWT,Kanwat,Rajasthan,NWR,"[75.67626636840001, 27.5895214437]"
4592,"Ujjain, Madhya Pradesh",CNN,Chintaman Ganes,Madhya Pradesh,WR,"[75.741029, 23.145849]"
4593,"Cinnamora, Assam",CMA,Cinnamara,Assam,NFR,"[94.169432, 26.715526999999998]"
4594,"Khammam, Andhra Pradesh",CMW,Chima Pahad,Andhra Pradesh,SCR,"[80.463656, 17.516012]"
4595,"Chitta Halt, Uttar Pradesh",CHTT,Chitta Halt,Uttar Pradesh,NCR,"[77.53707700000001, 17.823439]"
4596,"Dist. Bhiwani, Haryana",CKD,Charkhi Dadri,Haryana,NWR,"[76.279921, 28.600799]"
4597,"Mighauna, Uttar Pradesh",CKSR,Chak Safaura Halt,Uttar Pradesh,NER,"[79.842478, 28.211203]"
4598,"SH 18, Uttar Pradesh",CHWT,Chhaprawat,Uttar Pradesh,NR,"[77.79989095580001, 28.541970328]"
4599,"Panja Kadaba Rd, Karnataka",KDBA,Kodimbala Halt,Karnataka,SWR,"[75.476631, 12.718252]"
4600,"MDR 33W, Uttar Pradesh",KEMR,KEMRI,Uttar Pradesh,NER,"[79.19779600000001, 28.809864]"
4601,"Tilwara, Rajasthan",KHTX,KHED TEMPLE HALT,Rajasthan,NWR,"[72.109226, 25.886233999999998]"
4602,"Chopan, Uttar Pradesh",CPU,CHOPAN,Uttar Pradesh,ECR,"[83.025843, 24.514029999999998]"
4603,"SH 24, Gujarat",DAC,DAHINSARA JN,Gujarat,WR,"[70.618291, 22.955606999999997]"
4604,"MSH24, Maharashtra",PTZ,Patsul,Maharashtra,SCR,"[77.038231, 21.0022]"
4605,"Bikapur, Uttar Pradesh",KJA,KHAJURHAT,Uttar Pradesh,NR,"[82.126813, 26.525308]"
4606,"Deoband, Uttar Pradesh",DBD,DEOBAND,Uttar Pradesh,NR,"[77.67087339999999, 29.680031500000002]"
4607,"SH 33, Rajasthan",CRG,CHURAMAN NAGRI,Rajasthan,WCR,"[77.61766999999999, 27.40119]"
4608,"Chittorgarh, Rajasthan",COR,CHITTAURGARH,Rajasthan,WR,"[74.623687, 24.874340999999998]"
4609,"Secunderabad, Andhra Pradesh",CVB,CAVALRY BARRCKS,Andhra Pradesh,SCR,"[78.518694, 17.494734]"
4610,"State Highway 14, Uttar Pradesh",CUK,CHURK,Uttar Pradesh,NCR,"[83.1032006, 24.6496787]"
4611,"Kapasan, Rajasthan",KIN,Kapasan,Rajasthan,NWR,"[74.312762, 24.86221]"
4612,"State Highway 5, Uttar Pradesh",KHRY,KHAIRAHI,Uttar Pradesh,NCR,"[82.9857744763, 24.8020366077]"
4613,"Degaon, Maharashtra",DAB,DHARMABAD,Maharashtra,SCR,"[77.8493415012, 18.888260310099998]"
4614,"Mumbai, Maharashtra",CRD,MUMBAI CURREY ROAD,Maharashtra,CR,"[72.83265999999999, 18.9937]"
4615,"Chatar, Bihar",CTHT,CHATAR HALT,Bihar,ECR,"[85.495374, 24.842143999999998]"
4616,"Kasaragod, Kerala",KLAD,KALANAD HALT,Kerala,SR,"[74.998515, 12.467679]"
4617,"Dhasa, Gujarat",DAS,DHASA JN,Gujarat,WR,"[71.51800800000001, 21.782545]"
4618,"Sarkhej Gandhinagar Hwy, Gujarat",KHD,KHODIYAR,Gujarat,WR,"[72.548244, 23.156554]"
4619,"State Highway 133, Gujarat",CTRL,CHHATRAL,Gujarat,WR,"[72.46851799999999, 23.26246]"
4620,"Degana, Rajasthan",CTKT,Choti Khatu,Rajasthan,NWR,"[74.35722999999999, 27.155534]"
4621,"Mhow, Madhya Pradesh",KKD,Kalkund,Madhya Pradesh,WR,"[75.85927000000001, 22.47801]"
4622,"Guwarighat, Madhya Pradesh",CRE,Charghat Piparia,Madhya Pradesh,SECR,"[79.929889, 23.044097]"
4623,"National Highway 117, West Bengal",D,Deula,West Bengal,ER,"[88.28148300000001, 22.214924]"
4624,"Amreli, Gujarat",KJV,Khijadiya Junction,Gujarat,WR,"[71.275556, 21.740875]"
4625,"Dhari, Gujarat",DARI,Dhari Junction,Gujarat,WR,"[71.027594, 21.326767]"
4626,"State Highway 2, West Bengal",DEA,Diara,West Bengal,ER,"[88.280471, 22.798157]"
4627,"State Highway 11, Madhya Pradesh",CRN,Charegaon,Madhya Pradesh,SECR,"[80.1401154919, 22.042038383999998]"
4628,"SH 34, Gujarat",CTL,Chital,Gujarat,WR,"[71.218128, 21.745689]"
4629,,DPUR,Dadpur,,,"[83.250076, 19.972516]"
4630,"National Highway 32, Jharkhand",KHRI,Kharkhari,Jharkhand,SER,"[86.234894, 23.760124]"
4631,"Baramati, Maharashtra",KFH,Katphal,Maharashtra,CR,"[74.59603216999999, 18.23255147]"
4632,"Kurinjippadi, Tamil Nadu",KJPD,Kurinjipadi,Tamil Nadu,SR,"[79.595999, 11.572583]"
4633,"Khemli, Rajasthan",KLH,Khemli,Rajasthan,NWR,"[73.84238599999999, 24.690834]"
4634,"Kalanaur, Haryana",KLNK,Kalanaur Kalan,Haryana,NWR,"[76.389612, 28.8349236]"
4635,"Dhindsa, Punjab",DDK,Dhindsa,Punjab,NR,"[74.738503, 30.895838]"
4636,"Khammam, Andhra Pradesh",KMT,KHAMMAM,Andhra Pradesh,SCR,"[80.138491, 17.249347]"
4637,"MDR 11, Madhya Pradesh",KTHA,KHUTAHA,Madhya Pradesh,WCR,"[80.86085, 24.802248]"
4638,"Dungar, Gujarat",DGJ,DUNGAR JN,Gujarat,WR,"[71.55322600000001, 21.078274]"
4639,"Satna, Madhya Pradesh",KMA,KAIMA,Madhya Pradesh,WCR,"[80.845912, 24.611085]"
4640,"Washim, Maharashtra",KNRG,KANHARGAON NAKA,Maharashtra,SCR,"[77.1462260938, 19.9439708108]"
4641,"Krishnagiri, Tamil Nadu",KMLM,Kelamangalam,Tamil Nadu,SWR,"[77.865703, 12.616200000000001]"
4642,"Khagraghat - Chowrigacha, West Bengal",KTLR,KANTHALIYA ROAD,West Bengal,ER,"[88.179001, 23.991771]"
4643,"State Highway 168, Maharashtra",KRPR,KAREPUR,Maharashtra,SCR,"[76.681135, 18.589152000000002]"
4644,"Khandwa, Madhya Pradesh",KNW,KHANDWA,Madhya Pradesh,CR,"[76.353227, 21.823596]"
4645,"National Highway 15, Punjab",KNG,Kathunangal,Punjab,NR,"[75.015194, 31.7287]"
4646,"Diamond Harbour, West Bengal",DH,Diamond Harbour,West Bengal,ER,"[88.18991600000001, 22.191902]"
4647,"MDR 111, Haryana",DHY,DHARODI,Haryana,NR,"[76.0559746887, 29.6399235976]"
