,address,code,name,state,zone,coordinates
313,"Chitradurga, Karnataka",CTA,Chitradurg,Karnataka,SWR,"[76.386431, 14.231154]"
314,,MDKU,MODUKURU,,,"[80.58380799999999, 16.124988000000002]"
315,,TSR,TSUNDURU,,,"[80.58648699999999, 16.157497]"
316,,NBM,NAVABPALEM,,,"[81.606702, 16.831606]"
317,,NMBR,N MAYURBHANJ ROAD,,,"[87.038724, 21.666901]"
318,,BTS,BASTA,,,"[87.0637831, 21.7029241]"
319,"Vadodara, Gujarat",CTD,Chhota Udepur,Gujarat,WR,"[74.014286, 22.314788]"
320,"Tinsukia, Assam",DBY,Digboi,Assam,NFR,"[95.61698200000001, 27.383483]"
321,"Parbhani, Maharashtra",CWI,CHONDI,Maharashtra,SCR,"[77.1556666229, 19.430619765]"
322,"Bengaluru, Karnataka",CSDR,CHANNASANDRA,Karnataka,SWR,"[77.6629705685, 13.010940720799999]"
323,,PGT,PALAKKAD,,,"[76.641926, 10.802091]"
324,"Minda to Mandha Bhimsingh Rd, Rajasthan",MNHA,Mindha,Rajasthan,NWR,"[75.33241, 27.112061]"
325,"Dabhoda, Gujarat",DBO,DABHODA,Gujarat,WR,"[72.748038, 23.168331000000002]"
326,"Sangaria, Rajasthan",DABN,DHABAN,Rajasthan,NWR,"[74.54288000000001, 29.859997]"
327,"Hanumangarh, Rajasthan",DBI,DABLI RATHAN,Rajasthan,NWR,"[74.19093000000001, 29.542416]"
328,"State Highway 41, Gujarat",SID,SIDDHPUR,Gujarat,WR,"[72.367959, 23.918067]"
329,,ARGD,ARIGADA,,ECR,"[85.466475, 23.643461000000002]"
330,"Awasthi Sadan Rd, Madhya Pradesh",CTJ,CHHATAINI,Madhya Pradesh,WCR,"[81.287323, 23.994088]"
331,"State Highway 10, Madhya Pradesh",KTKD,KATANGI KHURD,Madhya Pradesh,WCR,"[80.48673398129999, 23.7758696073]"
332,"SH 27, Madhya Pradesh",CRL,Choral,Madhya Pradesh,WR,"[75.94413499999999, 22.450677]"
333,"Ambassa, Tripura",ABSA,Ambassa,Tripura,NFR,"[91.860783, 23.930507]"
334,,NVP,Navalpura,,,"[73.19955399999999, 23.289155]"
335,"Amlakhurd, Madhya Pradesh",DBKA,Dabka,Madhya Pradesh,SCR,"[76.720809, 21.361353]"
336,"Kholapota, West Bengal",CQR,Champapukur,West Bengal,ER,"[88.80796000000001, 22.656633999999997]"
337,,NDAZ,NAYA AZADPUR,,,"[77.166876, 28.714564]"
338,,ANDI,ADARSH NAGAR DELHI,,,"[77.16670699999999, 28.714205]"
339,"Churu, Rajasthan",CUR,Churu,Rajasthan,NWR,"[74.966203, 28.288281]"
340,,BHD,BADLI,,,"[77.1377425, 28.746799999999997]"
341,,KHKN,KHERA KALAN,,,"[77.115838, 28.769717999999997]"
342,,HUK,HOLAMBI KALAN,,,"[77.102334, 28.801187]"
343,,NUR,NARELA,,,"[77.085727, 28.846886]"
344,"Chhindwara, Madhya Pradesh",CWA,Chhindwara Junction,Madhya Pradesh,SECR,"[78.953212, 22.058201]"
345,,RDDE,RATHDHANA,,,"[77.05914800000001, 28.904132]"
346,"Kilikkollur, Kerala",CTPE,Chandanattop Halt,Kerala,SR,"[76.64532, 8.932478000000001]"
347,,HNN,HARANA KALAN,,,"[77.039135, 28.945425]"
348,,SNP,SONIPAT,,,"[77.017343, 28.989423000000002]"
349,,SLKN,SANDAL KALAN,,,"[77.012589, 29.063432000000002]"
350,,RUG,RAJLU GARHI,,,"[77.012109, 29.090744]"
351,,GNU,GANAUR,,,"[77.01074999999999, 29.130776]"
352,,BDMJ,BHODWAL MAJRI,,,"[77.0082364, 29.1852092]"
353,,SMK,SAMALKHA,,,"[77.003034, 29.240172]"
354,,DWNA,DIWANA,,,"[76.980194, 29.318564]"
355,,BBDE,BABARPUR,,,"[76.966178, 29.449652]"
356,,KFU,KOHAND,,,"[76.968758, 29.494782]"
357,,GRA,GHARAUNDA,,,"[76.96575000000001, 29.541636]"
358,,BZJT,BAZIDA JATAN,,,"[76.965812, 29.613391]"
359,,KUN,KARNAL,,,"[76.969821, 29.694566000000002]"
360,,BZK,BHAINI KHURD,,,"[76.95536200000001, 29.751544]"
361,,TRR,TARAORI,,,"[76.93858, 29.797906]"
362,,NLKR,NILOKHERI,,,"[76.925491, 29.831492]"
363,,KKDE,KURUKSHETRA JN,,,"[76.852795, 29.969440000000002]"
364,"Dhanuvachapuram, Kerala",DAVM,DHANUVACHAPURAM,Kerala,SR,"[77.124352, 8.378802]"
365,"Jeypore, Orissa",CTS,CHATTRIPUT,Orissa,ECoR,"[82.590027, 18.922722]"
366,"Jalandhar, Punjab",DAVJ,D.A.V.C.H. JALANDHAR,Punjab,NR,"[75.56132, 31.346977000000003]"
367,"Delhi Cantonment, Delhi NCT",DLPI,INDRAPURI,Delhi NCT,NR,"[77.14358825779999, 28.628342466499998]"
368,"Gwarighat, Madhya Pradesh",GRG,Guwarighat,Madhya Pradesh,SECR,"[79.92761300000001, 23.110295]"
369,"Netaji Nagar, Delhi NCT",DSJ,DELHI SAFDARJUNG,Delhi NCT,NR,"[77.186969, 28.582121]"
370,"Panipat, Haryana",DHRN,DHURANA,Haryana,NR,"[76.803295, 29.253606]"
371,"Dundara, Rajasthan",DUK,DUDIA,Rajasthan,NWR,"[72.902042, 25.934458]"
372,"Bellary, Karnataka",DAJ,DUROJI,Karnataka,SWR,"[76.70013, 15.227107]"
373,,BTPH,CHAKIA THERMAL HALT,,,"[86.01624276369999, 25.4012639369]"
374,,JDDA,JATHA,,,"[82.875333703, 22.0159803866]"
375,,JDI,JHARRADIH,,,"[83.050747, 21.999876]"
376,"NH 210, Tamil Nadu",DKO,Devakottai Road,Tamil Nadu,SR,"[78.761747, 10.037610999999998]"
377,"Dibai, Uttar Pradesh",DIB,DIBAI,Uttar Pradesh,NR,"[78.303084, 28.19378]"
378,,CNJO,JUHI OUTER CABIN,,,"[80.3239098425, 26.4531901925]"
379,"National Highway 79, Rajasthan",LMA,LAMBIYA,Rajasthan,NWR,"[74.58561499999999, 25.578333999999998]"
380,"Devgarh, Rajasthan",DOHM,Devgarh Madriya,Rajasthan,NWR,"[73.855552, 25.610206]"
381,"Secunderabad, Andhra Pradesh",DYE,DAYANAND NAGAR,Andhra Pradesh,SCR,"[78.53134999999999, 17.456247]"
382,"Rangareddy, Andhra Pradesh",DBV,DABILPUR,Andhra Pradesh,SCR,"[78.470315, 17.674226]"
383,"Bahadurgarh, Haryana",BGZ,BAHADURGARH,Haryana,NR,"[76.930886, 28.700863000000002]"
384,"Damnagar, Gujarat",DME,DAMNAGAR,Gujarat,WR,"[71.509053, 21.688346]"
385,"Haranath Para Ln, West Bengal",AG,Aranghata,West Bengal,ER,"[88.613551, 23.242037]"
386,"Relangi, Andhra Pradesh",RLG,RELANGI,Andhra Pradesh,SCR,"[81.64411, 16.709921]"
387,,CCAB,BMY C CABIN,,,"[81.44306300000001, 21.209789]"
388,"State Highway 148, Maharashtra",DNDI,DHONDI,Maharashtra,SCR,"[76.736112, 19.106268]"
389,,NDO,NIDUBROLU,,,"[80.557243, 16.067904]"
390,"Fazilka, Punjab",FKA,Fazilka,Punjab,NR,"[74.02541699999999, 30.408641]"
391,,TDD,TADEPALLIGUDEM,,,"[81.526314, 16.809960999999998]"
392,,PTPU,PRATTIAPADU,,,"[81.581431, 16.820864999999998]"
393,"State Highway 19, Madhya Pradesh",BDHT,Bardi Halt,Madhya Pradesh,SECR,"[78.822411, 21.621177]"
394,"Hosur Road., Karnataka",DJL,Dodajala Lake,Karnataka,SWR,"[77.652122, 13.183156]"
395,"National Highway 37, Assam",DIU,Dhing,Assam,NFR,"[92.45086500000001, 26.453101]"
396,"Dhanera, Gujarat",DGQ,Dugdol,Gujarat,NWR,"[72.096828, 24.631708]"
397,"Dagru, Punjab",DAU,Dagru,Punjab,NR,"[75.047442, 30.834858]"
398,,GWH,GHOSHAWAR,,,"[85.24335073670001, 25.737421135399998]"
399,,HJP,HAJIPUR JN,,,"[85.2155, 25.702909000000002]"
400,,PUK,PUDUKAD,,,"[76.26070700000001, 10.420507]"
401,,NYI,NELLAYI,,,"[76.275994, 10.392415000000002]"
402,,UKL,UTTUKULI,,,"[77.448615, 11.156494]"
403,,TUP,TIRUPPUR,,,"[77.341247, 11.108906]"
404,,SNO,SOMANUR,,,"[77.18638, 11.087247]"
405,,SUU,SULUR ROAD,,,"[77.11729, 11.049634]"
406,,IGU,IRUGUR,,,"[77.06913399999999, 11.017199]"
407,,SHI,SINGANALLUR,,,"[77.03945900000001, 11.012921]"
408,,PLMD,PILAMEDU,,,"[76.999566, 11.033241]"
409,,CBE,COIMBATORE JN,,,"[76.966298, 10.997639]"
410,,PTJ,PODANUR JN,,,"[76.990125, 10.965425]"
411,,MDKI,MADUKARAI,,,"[76.94295000000001, 10.900858]"
412,,IJK,IRINJALAKUDA,,,"[76.280924, 10.339456]"
413,,CKI,CHALAKUDI,,,"[76.3218076, 10.3017975]"
414,,DINR,DIVINE NAGAR,,,"[76.3363143628, 10.2853993721]"
415,,KRAN,KORATTI ANGADI,,,"[76.355901, 10.260123]"
416,,KUC,KARUKKUTTY,,,"[76.373077, 10.225757]"
417,,AFK,ANGAMALI,,,"[76.37786, 10.183676]"
418,,CWR,CHOVVARA,,,"[76.37218899999999, 10.133064]"
419,"Darjeeling, West Bengal",DJ,Darjeeling,West Bengal,NFR,"[88.263326, 27.038151]"
420,,AWY,ALUVA,,,"[76.356508, 10.108163]"
421,,KLMR,KALAMASSERY,,,"[76.32695600000001, 10.061818]"
422,,IPL,EDAPPALLY,,,"[76.298271, 10.034338]"
423,,ERN,ERNAKULAM TOWN,,,"[76.2861, 9.991582000000001]"
424,,ETMD,ETTIMADAI,,,"[76.89715500000001, 10.898788]"
425,,WRA,WALAYAR,,,"[76.8376135147, 10.8471810329]"
426,"Gurudwara Ishar Darbar Rd, Punjab",DBN,Dhablan,Punjab,NR,"[76.276917865, 30.3379133215]"
427,"Dabpal, Chhattisgarh",DBF,Dabpal,Chhattisgarh,?,"[81.488923, 18.927979999999998]"
428,"Mathaouri Rd, Assam",DBZ,Dhing Bazar,Assam,NFR,"[92.481039, 26.455873]"
429,,CLMD,CHULLIMADA,,,"[76.801793, 10.837164999999999]"
430,,KTKU,KOTTEKAD,,,"[76.693457, 10.815731]"
431,"Bikaner, Rajasthan",DLC,DALMERA,Rajasthan,NWR,"[73.65658, 28.417832]"
432,,TNU,TIRUNETTUR,,,"[76.30765699999999, 9.933729]"
433,,KUMM,KUMBALAM,,,"[76.3116, 9.906723]"
434,,AROR,AROOR HALT,,,"[76.30283299999999, 9.8791031]"
435,,EZP,EZHUPPUNNA,,,"[76.302391, 9.820288000000001]"
436,,TUVR,TURAVUR,,,"[76.309979, 9.772809]"
437,,ERSC,ERNAKULAM JN. C,,,"[76.28985899999999, 9.978060000000001]"
438,"National Highway 43, Orissa",DIR,DHANAPUR ORISSA,Orissa,ECoR,"[82.50739300000001, 18.945173]"
439,"SH 37, Uttar Pradesh",DRN,DEORANIAN,Uttar Pradesh,NER,"[79.476473, 28.64478]"
440,"06243-222853, Bihar",BGS,BEGU SARAI,Bihar,ECR,"[86.134476, 25.425296]"
441,,BQQ,BAKHLETA,,,"[79.96972000000001, 23.846381]"
442,"Gulabpura, Rajasthan",GBP,GULABPURA,Rajasthan,NWR,"[74.65595449829999, 25.9027951891]"
443,,REI,RITHI,,,"[80.140267, 23.904168]"
444,,MBWC,MORADABAD WEST,,,"[78.7596338837, 28.83865785]"
445,,HRH,HARTHALA,,,"[78.73559542849999, 28.8719872056]"
446,"Bhind, Madhya Pradesh",GOA,GOHAD ROAD,Madhya Pradesh,NCR,"[78.439153, 26.480421000000003]"
447,"Kinwat, Maharashtra",DHNR,DHANORA DECCAN,Maharashtra,SCR,"[78.13275402709999, 19.465517438899997]"
448,,ALD,ALLAHABAD JN,,,"[81.828816, 25.446241]"
449,"Etah, Uttar Pradesh",ETAH,Etah,Uttar Pradesh,NCR,"[78.65391899999999, 27.571173]"
450,"Ahmedabad, Gujarat",GG,GANDHIGRAM,Gujarat,WR,"[72.568831, 23.02676]"
451,,BSL,BHUSAVAL JN,,,"[75.78867170000001, 21.0472812]"
452,,KOPR,KOPAR ROAD,,,"[73.077841, 19.211345]"
453,"State Highway 6, West Bengal",GGLE,GANGATIKURI,West Bengal,ER,"[88.087286, 23.71822]"
454,,KWD,KARWANDIA,,,"[84.084599, 24.953195]"
455,"Gadara, Rajasthan",GDD,Gadra Road,Rajasthan,NWR,"[70.64304, 25.743851]"
456,,SSM,SASARAM,,,"[84.019423, 24.955926]"
457,"Dhatrigram, West Bengal",DTAE,DHATRIGRAM,West Bengal,ER,"[88.31182199999999, 23.277796]"
458,,SLOR,SELOO ROAD,,,"[78.71490899999999, 20.776649999999997]"
459,,SNI,SINDI,,,"[78.883342, 20.816446]"
460,"State Highway 68, Gujarat",DNUA,Dhansura,Gujarat,WR,"[73.19870999999999, 23.351916]"
461,,SGRD,SULGARE,,,"[82.743775, 22.019979]"
462,,BUA,BARADWAR,,,"[82.813724, 22.011725000000002]"
463,,SKT,SAKTI,,,"[82.956526, 22.011785000000003]"
464,"State Highway 74, Tamil Nadu",EDU,ERIODU,Tamil Nadu,SR,"[78.05712899000001, 10.515627989999999]"
465,,SUJ,SARJU,,,"[81.648076, 27.111885]"
466,"Thoothukudi, Tamil Nadu",GDN,GANGAIKONDAN,Tamil Nadu,SR,"[77.786203, 8.830736]"
467,,LDR,LANDAURA,,,"[77.941557, 29.814493]"
468,,DUN,DUGANPUR,,,"[79.13019, 28.658317]"
469,,CBJ,CLUTTER BUCK GANJ,,,"[79.371946, 28.396895]"
470,,BE,BAREILLY,,,"[79.4108444, 28.337154299999998]"
471,"North Cachar Hills, Assam",DTC,DITOKCHERRA,Assam,NFR,"[92.798715, 25.090538]"
472,"National Highway 53, Assam",BPG,BADURPUR GHAT,Assam,NFR,"[92.581099, 24.872902]"
473,"State Highway 6, Rajasthan",GIW,Girdharpur,Rajasthan,NCR,"[76.794583, 25.845508]"
474,,RYS,RASURIYA,,,"[79.47445900000001, 28.26396]"
475,,NYO,NAYAGAON,,,"[85.099366, 25.763263]"
476,,PMU,PARMANANDPUR,,,"[85.133951, 25.741290999999997]"
477,"Balrampur, Uttar Pradesh",GIR,Gainsari Junction,Uttar Pradesh,NER,"[82.5441789069, 27.526839296800002]"
478,,BPP,BAPATLA,,,"[80.46842480000001, 15.9086144]"
479,,APL,APPIKATLA,,,"[80.514466, 15.970371]"
480,,MCVM,MACHAVARAM,,,"[80.54154100000001, 16.025343]"
481,,CEL,CHEBROL,,,"[81.396533, 16.819948]"
482,"Ghoghardiha, Bihar",GGH,Ghogardiha,Bihar,ECR,"[86.468503, 26.282768]"
483,,BPY,BADAMPUDI,,,"[81.473751, 16.828104]"
484,,ARD,AMARDA ROAD,,,"[87.102374, 21.734258]"
485,,PY,PERUNDURAI,,,"[77.628672, 11.25334]"
486,"Fakarsar, Punjab",FSR,FAQARSAR,Punjab,NR,"[74.57257200000001, 30.189431000000003]"
487,"Dhodar Ali, Assam",CFG,CHAKITING,Assam,NFR,"[94.0956546234, 26.5616754046]"
488,,IGR,INGUR,,,"[77.587299, 11.22501]"
489,,VZ,VIJAYAMANGALAM,,,"[77.522231, 11.195525]"
490,,DLA,DOULTA,,,"[78.42932499999999, 24.998509000000002]"
491,,TBT,TALBAHAT,,,"[78.414552, 25.039255]"
492,,MZX,MATATILA,,,"[78.40284000000001, 25.0851]"
493,,BZY,BASAI,,,"[78.394254, 25.142923]"
494,,BAB,BABINA,,,"[78.451748, 25.237832]"
495,,KHJ,KHAJRAHA,,,"[78.478365, 25.304157999999997]"
496,,BJI,BIJAULI,,,"[78.51774610000001, 25.3764678]"
497,,JHSA,JHANSI A CABIN,,,"[78.545787, 25.41949]"
498,,JHS,JHANSI JN,,,"[78.55298499999999, 25.443585]"
499,,KRQ,KARARI,,,"[78.509084, 25.530800000000003]"
500,,DAA,DATIA,,,"[78.456356, 25.641070000000003]"
501,,SOR,SONAGIR,,,"[78.409099, 25.730668]"
502,,KTRA,KOTRA,,,"[78.381661, 25.811253999999998]"
503,,DBA,DABRA,,,"[78.331015, 25.881197]"
504,,SMTL,SIMARIATAL,,,"[78.3042595734, 25.9219956094]"
505,,AEH,ANANT PAITH,,,"[78.2761320917, 25.955389501299997]"
506,"Farhatnagar, Uttar Pradesh",FRH,Farhatnagar,Uttar Pradesh,NR,"[80.143212, 27.081164]"
507,"Gautamdhara, Jharkhand",GATD,Gautamdhara,Jharkhand,SER,"[85.6329945703, 23.3498809788]"
508,"Junagadh, Gujarat",GEG,Gir Gadhara,Gujarat,WR,"[70.919246, 20.906347]"
509,"State Highway 62, Rajasthan",FLD,Phulad,Rajasthan,NWR,"[73.81311799999999, 25.623979]"
510,"Ganga Dham, Uttar Pradesh",GADM,Ganga Dham,Uttar Pradesh,NER,"[81.930509, 27.20976]"
511,"Dhamtari, Chhattisgarh",DTR,Dhamtari,Chhattisgarh,SECR,"[81.550321, 20.714515000000002]"
512,"Unjha, Gujarat",DRW,DHAREWADA,Gujarat,WR,"[72.378575, 23.960815999999998]"
513,"Jawai Bandh, Rajasthan",KZQ,KHIMEL,Rajasthan,NWR,"[73.279577, 25.300189]"
514,,HDU,HARDUA,,,"[80.2834127417, 23.9150542164]"
515,"Haldwani, Uttarakhand",HDW,HALDWANI,Uttarakhand,NER,"[79.533732, 29.215097]"
516,,AKT,AKALTARA,,,"[82.422049, 22.029121]"
517,"Halbarga, Karnataka",HBU,Halbarga,Karnataka,SCR,"[77.298175, 17.988470000000003]"
518,"State Highway 217, Maharashtra",GNH,GANGAKHER,Maharashtra,SCR,"[76.755511, 18.973377]"
519,,NIA,NAILA,,,"[82.56458900000001, 22.022963999999998]"
520,,KMGE,KUMAHU,,,"[83.946305, 24.976944]"
521,,SSG,SHIU SAGAR ROAD,,,"[83.895453, 24.999464999999997]"
522,,CPH,CHAMPA,,,"[82.665149, 22.034731]"
523,"Barnagar, Madhya Pradesh",GPX,Gautampura Road,Madhya Pradesh,WR,"[75.68198989999999, 23.2008894]"
524,"National Highway 8, Gujarat",RGQ,RAIGADH ROAD,Gujarat,NWR,"[73.183592, 23.596666]"
525,"Bagodara Dholka Link Rd, Gujarat",GS,GODHANESHWAR,Gujarat,WR,"[72.36834, 22.68118]"
526,"Gulaothi, Uttar Pradesh",GLH,Gulaothi,Uttar Pradesh,NR,"[77.801799, 28.582962]"
527,"Taki, West Bengal",HNB,Hasanabad,West Bengal,ER,"[88.912953, 22.570155]"
528,,PUA,PULLA,,,"[81.324846, 16.809911]"
529,,KKRM,KAIKORAM,,,"[81.36421899999999, 16.815341]"
530,,JER,JALESWAR,,,"[87.22049100000001, 21.79749]"
531,,FYZ,FAIZULLAPUR,,,"[80.893347, 25.869213]"
532,,ED,ERODE JN,,,"[77.72593400000001, 11.327682]"
533,"Bahal, Rajasthan",HR,Harpalu,Rajasthan,NWR,"[75.4910470972, 28.569053803099997]"
534,,RUB,RASULABAD,,,"[80.977088, 25.826999]"
535,,SNIE,SATH NARAINI,,,"[81.03942, 25.795325]"
536,"Desur, Karnataka",DUR,DESUR,Karnataka,SWR,"[74.49801, 15.754344]"
537,"Belagavi, Karnataka",CNC,CHINCHLI,Karnataka,SWR,"[74.855323, 16.571696999999997]"
538,,MTB,MATLABPUR,,,"[78.656727, 28.989821]"
539,,KNT,KANTH,,,"[78.621471, 29.059768000000002]"
540,,MWE,MEWA NAWADA,,,"[78.613167, 29.118385]"
541,,SEO,SEOHARA,,,"[78.580977, 29.204807000000002]"
542,,CAJ,CHAKRAJ MAL,,,"[78.536047, 29.249784000000002]"
543,,DPR,DHAMPUR,,,"[78.501588, 29.305446]"
544,,HBW,HABIBWALA,,,"[78.47897300000001, 29.349034]"
545,"Gadhakada Rd, Gujarat",GKD,GADHAKDA,Gujarat,WR,"[71.38171899999999, 21.237962]"
546,,PNI,PURAINI,,,"[78.445574, 29.388929]"
547,,NGG,NAGINA,,,"[78.424119, 29.437919]"
548,,BEK,BUNDKI,,,"[78.3932854, 29.522577000000002]"
549,"Bhadohi District, Uttar Pradesh",GYN,GYANPUR ROAD,Uttar Pradesh,NER,"[82.4272883557, 25.280144010999997]"
550,,MSDR,MURSHADPUR,,,"[78.3756456903, 29.57239523]"
551,,NBD,NAJIBABAD JN,,,"[78.335733, 29.603540000000002]"
552,,FZL,FAZALPUR,,,"[78.27795372130001, 29.5937410175]"
553,,CNK,CHANDOK,,,"[78.152782, 29.576786]"
554,,BLW,BALAWALI,,,"[78.1124328, 29.6274345]"
555,,RSI,RAISI,,,"[78.0664335504, 29.6928321018]"
556,"Dist. Kachchh, Gujarat",AAR,ADESAR,Gujarat,WR,"[70.9720505023, 23.552978399500002]"
557,"Harihar, Karnataka",HRR,HARIHAR,Karnataka,SWR,"[75.812314, 14.515431]"
558,"Ganguwada, Andhra Pradesh",GVA,Ganguwada,Andhra Pradesh,ECoR,"[84.1072235, 18.66763705]"
559,"Khandwa, Madhya Pradesh",GUX,Gurhi,Madhya Pradesh,SCR,"[76.58074500000001, 21.629554]"
560,"Hanumangarh, Rajasthan",HMH,HANUMANGARH JN,Rajasthan,NWR,"[74.297633, 29.614904]"
561,"Angadipuram, Kerala",AAM,Angadippuram,Kerala,SR,"[76.20734300000001, 10.979489000000001]"
562,,PHR,PHILLAUR JN,,,"[75.78576100000001, 31.016907]"
563,,LDW,LADHOWAL,,,"[75.78581100000001, 31.016957]"
564,,LDH,LUDHIANA JN,,,"[75.84787299999999, 30.912367]"
565,,BHOI,DHANDARIKALAN BLOCK HUT,,,"[75.87188, 30.894741]"
566,"State Highway 194, Maharashtra",HKR,Kiwar Khed,Maharashtra,SCR,"[76.8767, 21.186952]"
567,,DDL,DHANDARI KALAN,,,"[75.90949099999999, 30.874477]"
568,,SNL,SANAHWAL,,,"[75.9795, 30.837436]"
569,,DOA,DORAHA,,,"[76.04330300000001, 30.804137]"
570,,JSPN,JASPALON,,,"[76.0801522656, 30.7847375851]"
571,,CHA,CHAWAPALL,,,"[76.127464975, 30.7594625741]"
572,,KNN,KHANNA,,,"[76.22513400000001, 30.707973]"
573,,GVG,GOVINDGARH,,,"[76.2970739075, 30.6694834261]"
574,,SIR,SIRHIND JN,,,"[76.383194, 30.624222]"
575,,SDY,SADHOO GARH,,,"[76.44847259640001, 30.5828632034]"
576,,SBJ,SARAI BANJARA,,,"[76.515682, 30.538386]"
577,,RPJ,RAJPURA JN,,,"[76.5940201901, 30.486458949]"
578,,SMU,SAMBHU,,,"[76.684143667, 30.4290274715]"
579,,CDL,CHODIALA,,,"[77.738546, 29.896397999999998]"
580,,IQB,IQBALPUR,,,"[77.803799, 29.875114]"
581,,RK,ROORKEE,,,"[77.87417, 29.851671]"
582,,DNRA,DHANDHERA,,,"[77.9019227979, 29.8434029837]"
583,,DSNI,DAUSNI,,,"[77.979636, 29.784745]"
584,"Channapatna, Karnataka",CPT,CHANNAPATNA,Karnataka,SWR,"[77.203824, 12.659673000000002]"
585,,KGF,KATHGHAR,,,"[78.796689, 28.826066]"
586,,DLP,DALPATPUR,,,"[78.87718699999999, 28.820438]"
587,,MPH,MUNDHA PANDE,,,"[78.939038, 28.800366999999998]"
588,,RMU,RAMPUR,,,"[79.023419, 28.778862999999998]"
589,,SAR,SHAHZAD NAGAR,,,"[79.05214699999999, 28.750033000000002]"
590,,DAM,DHAMORA,,,"[79.087745, 28.707129000000002]"
591,,AABH,AMBIKA BHAWANI HALT,,,"[84.9690033484, 25.751433665]"
592,,DGA,DIGHWARA,,,"[85.003168, 25.743938]"
593,,STLR,SITALPUR,,,"[85.03663800000001, 25.768739999999998]"
594,"Jiwdhara, Bihar",JDR,JIWDHARA,Bihar,ECR,"[84.906874, 26.581722]"
595,,AWP,AGHWANPUR,,,"[78.702865, 28.939542]"
596,"State Highway 237, Gujarat",KIA,KHARI AMRAPUR,Gujarat,WR,"[72.913948, 23.390711]"
597,"Bijapur, Karnataka",IMR,IBRAHIMPUR,Karnataka,SWR,"[75.719362, 16.802926]"
598,"Junagadh, Gujarat",JND,JUNAGADH JN,Gujarat,WR,"[70.457612, 21.530606]"
599,"Ranuja Village Rd, Gujarat",JA,JALIYA,Gujarat,WR,"[71.6324910046, 21.8163569109]"
600,"Krishna, Andhra Pradesh",IDP,INDUPALLI,Andhra Pradesh,SCR,"[80.87706899999999, 16.479094]"
601,"National Highway 4, Karnataka",DBL,DODBELE,Karnataka,SWR,"[77.351193, 13.216441000000001]"
602,,KVD,KHURMABAD ROAD,,,"[83.848303, 25.021489000000003]"
603,"Jharia, Jharkhand",JBO,Jamadobu,Jharkhand,SER,"[86.410031, 23.715138999999997]"
604,,KTQ,KUDRA,,,"[83.79337100000001, 25.048552]"
605,,PSE,PUSAULI,,,"[83.72151, 25.097235]"
606,,STPT,SITAMPET,,,"[81.211206, 16.797409]"
607,"Goai, West Bengal",JHBN,JHAMATPUR BAHARAN,West Bengal,ER,"[88.098669, 23.749987]"
608,,UBC,AMBALA CITY,,,"[76.763996, 30.378497]"
609,"Jirat, West Bengal",JIT,JIRAT,West Bengal,ER,"[88.461461, 23.098255]"
610,,BMD,BHIMADOLU,,,"[81.26109679, 16.80848173]"
611,"MDR 87, Rajasthan",JDD,Jerthi Dadhia,Rajasthan,NWR,"[75.2010774705559, 27.731618001396782]"
612,,LXD,LAKSHANNATH ROAD,,,"[87.25095300000001, 21.842011]"
613,"National Highway 36, Assam",JGJN,JUGIJAN,Assam,NFR,"[92.81771, 26.028001]"
614,"National Highway 39, Assam",JMI,JAMGURI,Assam,NFR,"[93.9604479663, 26.3877071452]"
615,"Arossim Beach Rd, Goa",CSM,CANSAULIM,Goa,SWR,"[73.897226, 15.344532000000001]"
616,,BPW,BURHPURA,,,"[78.42955, 25.211179]"
617,"Indemau, Uttar Pradesh",IDM,Indemau,Uttar Pradesh,NR,"[80.767021, 26.318344]"
618,,KSR,KASTURI,,,"[81.728838, 27.139983]"
619,,MIR,MAIJAPUR,,,"[81.773788, 27.141734]"
620,"Dongar Parasia, Madhya Pradesh",JNO,Junnor Deo,Madhya Pradesh,CR,"[78.592052, 22.191279]"
621,,GDK,GONDA KACHAHRI,,,"[81.93402688110001, 27.1402272205]"
622,,BRCK,BARUACHAK,,,"[82.055181, 27.122672]"
623,"Jogal, Orissa",JOL,Jogal,Orissa,?,"[86.88271399999999, 21.696442]"
624,"Maudaha, Uttar Pradesh",ICL,Ichauli,Uttar Pradesh,NCR,"[80.178833, 25.520955]"
625,,MOTG,MOTIGANJ,,,"[82.103635, 27.101387]"
626,,JLHI,JHILAHI,,,"[82.17287785639999, 27.072604043299997]"
627,"National Highway 34, West Bengal",KAU,Kachna,West Bengal,NFR,"[88.0246425354, 25.6337383216]"
628,,BBHL,Bela Bela,,,"[81.2487596802, 26.137192374999998]"
629,"Latur, Maharashtra",JOA,JANWAL,Maharashtra,SCR,"[76.75514700000001, 18.559639999999998]"
630,"State Highway 9, Gujarat",JADR,Jadar,Gujarat,WR,"[72.952369, 23.745814000000003]"
631,"Vadodara, Gujarat",JJW,Jojwa,Gujarat,WR,"[73.642431, 22.253213000000002]"
632,,MUR,MANKAPUR JN,,,"[82.227648, 27.039058]"
633,,LKNR,LAKHPAT NAGAR,,,"[82.2775887885, 27.0276257858]"
634,,MSW,MASKANWA,,,"[82.3597396039, 27.0013792301]"
635,,ANU,ANANGUR,,,"[77.820053, 11.396939999999999]"
636,,POE,Pawapuri Road Halt,,,"[85.512918, 25.160225]"
637,,SNC,S NARAYAN CHPLA,,,"[82.3961659851, 26.9810021017]"
638,"Hasan Bazar, Bihar",HSB,Hasanbazar Halt,Bihar,ECR,"[84.34929577759999, 25.2665823122]"
